feature,importance
t24__Coolant_Temp_C_delta1,0.0
t24__Oil_Temp_C_delta1,0.0
t24__Oil_Pressure_bar_delta1,0.0
t24__Engine_Vibration_mm_s_delta1,0.0
t24__Brake_Pad_Wear_pct_delta1,0.0
t24__RF_Prediction,0.0
t08__Brake_Pad_Wear_pct,0.0
t08__Tire_Pressure_psi,0.0
t17__Brake_Pad_Wear_pct_past_std10,0.0
t17__Oil_Temp_C_delta1,0.0
t08__Load_RPM_Ratio,0.0
t17__Oil_Pressure_bar_delta1,0.0
t08__Oil_Pressure_bar_past_std10,0.0
t25__Engine_RPM,0.0
t25__Oil_Temp_C,0.0
t25__Engine_Load_pct,0.0
t18__Coolant_Ambient_Delta,0.0
t25__Ambient_Temp_C,0.0
t25__Turbo_Boost_kPa,0.0
t25__Coolant_Ambient_Delta,0.0
t08__Operating_Hours,0.0
t08__Engine_RPM,0.0
t18__Load_RPM_Ratio,0.0
t08__Oil_Temp_C,0.0
t17__Intake_Air_Temp_C,0.0
t17__Turbo_Boost_kPa,0.0
t08__Intake_Air_Temp_C,0.0
t08__Ambient_Temp_C,0.0
t17__Coolant_Ambient_Delta,0.0
t08__Exhaust_Gas_Temp_C,0.0
t07__Brake_Pad_Wear_pct_past_mean10,0.0
t17__Load_RPM_Ratio,0.0
t07__Oil_Temp_C_delta1,0.0
t18__Brake_Pad_Wear_pct_past_mean10,0.0
t18__Oil_Pressure_bar_delta1,0.0
t07__Brake_Pad_Wear_pct_delta1,0.0
t07__RF_Prediction,0.0
t25__Oil_Ambient_Delta,0.0
t25__Exhaust_Ambient_Delta,0.0
t07__Ambient_Temp_C,0.0
t07__Turbo_Boost_kPa,0.0
t18__Engine_Vibration_mm_s_delta1,0.0
t18__Brake_Pad_Wear_pct_delta1,0.0
t07__Load_RPM_Ratio,0.0
t07__Engine_Load_pct_past_std10,0.0
t25__Coolant_Temp_C_delta1,0.0
t25__Oil_Temp_C_delta1,0.0
t18__RF_Prediction,0.0
t25__Engine_Vibration_mm_s_delta1,0.0
t25__RF_Prediction,0.0
t26__Engine_RPM,0.0
t26__Speed_kmph,0.0
t16__Engine_Vibration_mm_s_delta1,0.0
t26__Oil_Temp_C,0.0
t26__Oil_Pressure_bar,0.0
t06__Oil_Pressure_bar_delta1,0.0
t06__Engine_Vibration_mm_s_delta1,0.0
t06__Brake_Pad_Wear_pct_delta1,0.0
t06__RF_Prediction,0.0
t16__Brake_Pad_Wear_pct_delta1,0.0
t07__Engine_Load_pct,0.0
t16__RF_Prediction,0.0
t06__Brake_Pad_Wear_pct_past_mean10,0.0
t06__Brake_Pad_Wear_pct_past_std10,0.0
t17__Odometer_km,0.0
t26__Engine_Load_pct,0.0
t26__Throttle_Position_pct,0.0
t26__Ambient_Temp_C,0.0
t26__Coolant_Ambient_Delta,0.0
t26__Oil_Ambient_Delta,0.0
t26__Exhaust_Ambient_Delta,0.0
t17__Speed_kmph,0.0
t17__Coolant_Temp_C,0.0
t06__Engine_Load_pct,0.0
t17__Oil_Temp_C,0.0
t06__Intake_Air_Temp_C,0.0
t17__Oil_Pressure_bar,0.0
t06__Tire_Pressure_psi,0.0
t06__Coolant_Ambient_Delta,0.0
t17__Fuel_Level_pct,0.0
t19__Engine_RPM,0.0
t26__Brake_Pad_Wear_pct_past_mean10,0.0
t26__Coolant_Temp_C_delta1,0.0
t19__Coolant_Temp_C,0.0
t26__Oil_Pressure_bar_delta1,0.0
t05__Brake_Pad_Wear_pct_past_mean10,0.0
t29__RF_Prediction,0.0
t05__Coolant_Temp_C_delta1,0.0
t05__Oil_Temp_C_delta1,0.0
t19__Intake_Air_Temp_C,0.0
t05__Brake_Pad_Wear_pct_delta1,0.0
t05__RF_Prediction,0.0
t06__Operating_Hours,0.0
t19__Engine_Vibration_mm_s,0.0
t16__Coolant_Ambient_Delta,0.0
t06__Coolant_Temp_C,0.0
t06__Oil_Temp_C,0.0
t26__Engine_Vibration_mm_s_delta1,0.0
t26__RF_Prediction,0.0
t16__Load_RPM_Ratio,0.0
t27__Engine_Load_pct,0.0
t27__Intake_Air_Temp_C,0.0
t01__Coolant_Temp_C_delta1,0.0
t01__Oil_Temp_C_delta1,0.0
t01__Oil_Pressure_bar_delta1,0.0
t16__Brake_Pad_Wear_pct_past_mean10,0.0
t01__Engine_Load_pct,0.0
t01__RF_Prediction,0.0
t01__Ambient_Temp_C,0.0
t01__Turbo_Boost_kPa,0.0
t19__Brake_Pad_Wear_pct,0.0
t19__Tire_Pressure_psi,0.0
t05__Coolant_Ambient_Delta,0.0
t05__Oil_Ambient_Delta,0.0
t05__Exhaust_Ambient_Delta,0.0
t19__Coolant_Ambient_Delta,0.0
t27__Brake_Pad_Wear_pct,0.0
t19__Oil_Ambient_Delta,0.0
t19__Exhaust_Ambient_Delta,0.0
t27__Oil_Ambient_Delta,0.0
t19__Load_RPM_Ratio,0.0
t27__Load_RPM_Ratio,0.0
t16__Speed_kmph,0.0
t16__Oil_Pressure_bar,0.0
t05__Coolant_Temp_C,0.0
t05__Oil_Temp_C,0.0
t05__Engine_Load_pct,0.0
t16__Battery_Voltage_V,0.0
t16__Intake_Air_Temp_C,0.0
t05__Exhaust_Gas_Temp_C,0.0
t05__Engine_Vibration_mm_s,0.0
t27__Brake_Pad_Wear_pct_past_mean10,0.0
t27__Coolant_Temp_C_delta1,0.0
t16__Ambient_Temp_C,0.0
t27__Brake_Pad_Wear_pct_delta1,0.0
t27__RF_Prediction,0.0
t04__Brake_Pad_Wear_pct_past_mean10,0.0
t04__Coolant_Temp_C_delta1,0.0
t04__Oil_Pressure_bar_delta1,0.0
t04__Engine_Vibration_mm_s_delta1,0.0
t04__Brake_Pad_Wear_pct_delta1,0.0
t06__Exhaust_Gas_Temp_C,0.0
t16__Engine_Vibration_mm_s,0.0
t28__Engine_Load_pct,0.0
t28__Intake_Air_Temp_C,0.0
t28__Ambient_Temp_C,0.0
t28__Turbo_Boost_kPa,0.0
t28__Tire_Pressure_psi,0.0
t19__Brake_Pad_Wear_pct_past_mean10,0.0
t04__Turbo_Boost_kPa,0.0
t19__Coolant_Temp_C_delta1,0.0
t04__Engine_Vibration_mm_s,0.0
t04__Brake_Pad_Wear_pct,0.0
t04__Tire_Pressure_psi,0.0
t04__Oil_Ambient_Delta,0.0
t04__Exhaust_Ambient_Delta,0.0
t19__Oil_Temp_C_delta1,0.0
t19__RF_Prediction,0.0
t03__Engine_Vibration_mm_s_delta1,0.0
t20__Oil_Pressure_bar,0.0
t03__RF_Prediction,0.0
t04__Oil_Temp_C,0.0
t04__Throttle_Position_pct,0.0
t03__Brake_Pad_Wear_pct_past_std10,0.0
t03__Oil_Temp_C_delta1,0.0
t28__Oil_Ambient_Delta,0.0
t28__Exhaust_Ambient_Delta,0.0
t28__Load_RPM_Ratio,0.0
t28__Brake_Pad_Wear_pct_past_mean10,0.0
t20__Battery_Voltage_V,0.0
t20__Ambient_Temp_C,0.0
t03__Ambient_Temp_C,0.0
t20__Engine_Vibration_mm_s,0.0
t03__Tire_Pressure_psi,0.0
t20__Brake_Pad_Wear_pct,0.0
t29__Ambient_Temp_C,0.0
t20__Coolant_Ambient_Delta,0.0
t28__Oil_Temp_C_delta1,0.0
t28__Oil_Pressure_bar_delta1,0.0
t28__Engine_Vibration_mm_s_delta1,0.0
t28__RF_Prediction,0.0
t29__Speed_kmph,0.0
t29__Coolant_Temp_C,0.0
t20__Oil_Ambient_Delta,0.0
t15__Brake_Pad_Wear_pct_past_mean10,0.0
t02__Oil_Temp_C_delta1,0.0
t15__Brake_Pad_Wear_pct_past_std10,0.0
t15__Coolant_Temp_C_delta1,0.0
t15__Oil_Temp_C_delta1,0.0
t02__RF_Prediction,0.0
t15__Oil_Pressure_bar_delta1,0.0
t18__Oil_Pressure_bar,0.0
t15__Engine_Vibration_mm_s_delta1,0.0
t02__Exhaust_Ambient_Delta,0.0
t15__Brake_Pad_Wear_pct_delta1,0.0
t29__Brake_Pad_Wear_pct_past_mean10,0.0
t15__RF_Prediction,0.0
t16__Operating_Hours,0.0
t15__Tire_Pressure_psi,0.0
t15__Coolant_Ambient_Delta,0.0
t15__Oil_Ambient_Delta,0.0
t15__Exhaust_Ambient_Delta,0.0
t14__RF_Prediction,0.0
t15__Engine_RPM,0.0
t15__Speed_kmph,0.0
t15__Ambient_Temp_C,0.0
t04__RF_Prediction,0.0
